traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
9048.0,2024-01-30 19:10,London,Camden,4643.0,13.83,0.0,Low,Dry,13253.0
9049.0,2024-03-17T15:46Z,London,Chelsea,1116.0,81.81,5.0,High,Wet,7566.0
9050.0,2024-01-12 22:04,London,Camden,4112.0,104.63,5.0,High,Wet,8118.0
9051.0,08/02/2024 06AM,London,Chelsea,3389.0,19.16,5.0,High,Wet,5769.0
9052.0,20/04/2024 05PM,London,Hammersmith,875.0,28.86,9.0,Medium,Snowy,8519.0
9053.0,2024-07-14T00:15Z,London,Camden,2431.0,45.95,5.0,,Snowy,10708.0
9054.0,24/06/2024 04AM,London,Camden,2124.0,79.62,5.0,Medium,Snowy,11251.0
9055.0,2024-06-25T11:19Z,London,Westminster,3622.0,42.24,7.0,Low,Damaged,7631.0
9056.0,2024-01-29T01:34Z,London,Chelsea,791.0,11.53,7.0,High,Damaged,9069.0
9057.0,26/04/2024 02PM,London,Westminster,203.0,109.01,9.0,Medium,Wet,3708.0
9058.0,19/06/2024 12PM,London,Hackney,2323.0,70.83,7.0,Low,Dry,10340.0
9059.0,2024-06-05 00:48,London,Camden,3181.0,21.25,4.0,High,Dry,2543.0
9060.0,29/05/2024 10AM,London,Westminster,4732.0,19.0,4.0,Low,Damaged,6214.0
9061.0,2024-04-04T09:19Z,London,Camden,4374.0,42.75,1.0,Medium,Wet,10575.0
9062.0,TBD,London,Westminster,385.0,36.73,1.0,Medium,Damaged,3947.0
9063.0,2024-02-07T04:32Z,London,Islington,361.0,72.12,3.0,Medium,Dry,4590.0
9064.0,2024-04-25 20:56,London,Kensington,392.0,14.9,9.0,Low,Snowy,2718.0
9065.0,2024-07-06 17:51,London,Camden,2585.0,6.91,7.0,Low,Dry,5260.0
9066.0,29/02/2024 09AM,London,Camden,4472.0,40.42,7.0,Low,Dry,8919.0
9067.0,2024-06-10 20:22,London,Islington,1469.0,82.35,1.0,Medium,Snowy,14553.0
9068.0,18/05/2024 12PM,London,Chelsea,159.0,30.9,8.0,Low,Wet,14147.0
9069.0,05/06/2024 04AM,London,Southwark,535.0,19.85,9.0,Low,Damaged,13488.0
9070.0,2024-01-01 01:24,London,Southwark,3237.0,78.31,8.0,Medium,Wet,4651.0
9071.0,2024-03-08T14:02Z,London,Westminster,2753.0,21.65,3.0,Medium,Wet,7137.0
9072.0,2099-00-00 99:99,London,Chelsea,645.0,17.83,7.0,High,Snowy,8669.0
9073.0,2024-04-25T09:41Z,London,Chelsea,3442.0,83.98,3.0,Low,Damaged,7049.0
9074.0,2024-02-17T13:12Z,London,Southwark,918.0,17.11,3.0,Low,Damaged,1429.0
9075.0,09/05/2024 08PM,London,Westminster,2184.0,86.21,6.0,High,Dry,6866.0
9076.0,2024-05-17 07:17,London,Hammersmith,1795.0,85.51,3.0,Low,Snowy,12197.0
9077.0,2024-03-21 13:12,London,Islington,4893.0,44.56,6.0,Medium,Wet,7969.0
9078.0,13/07/2024 01PM,London,Southwark,2647.0,40.25,5.0,High,Snowy,8884.0
9079.0,2024-05-28T14:37Z,London,Kensington,4745.0,118.15,8.0,High,Snowy,8833.0
9080.0,2024-01-29 23:21,London,Camden,4357.0,69.86,1.0,Medium,Damaged,4009.0
9081.0,2024-06-03T11:28Z,London,Hammersmith,4897.0,94.8,8.0,Medium,Snowy,10989.0
9082.0,21/02/2024 04AM,London,Islington,2011.0,44.19,3.0,High,Damaged,
9083.0,,London,Westminster,848.0,19.21,2.0,Low,Wet,10566.0
9084.0,06/07/2024 06PM,London,Westminster,389.0,54.53,0.0,Low,Wet,8413.0
9085.0,2024-02-04 04:30,London,Chelsea,2608.0,73.8,9.0,High,Wet,6354.0
9086.0,2024-07-02 01:14,London,Hackney,2741.0,56.86,8.0,Low,Dry,11242.0
9087.0,23/01/2024 10AM,London,Westminster,114.0,104.04,4.0,High,Snowy,7904.0
9088.0,12/01/2024 01PM,London,Westminster,4445.0,68.43,4.0,High,Damaged,8884.0
9089.0,2024-03-23 10:06,London,Islington,3574.0,69.49,3.0,High,Damaged,474.0
9090.0,07/02/2024 10AM,London,Hammersmith,3561.0,69.57,9.0,High,Wet,6957.0
9091.0,2024-06-25 18:16,London,Hammersmith,1163.0,60.81,2.0,Low,Snowy,8356.0
9092.0,16/01/2024 05PM,London,Westminster,4452.0,86.34,6.0,High,Snowy,10240.0
9093.0,17/05/2024 09AM,London,Islington,366.0,95.07,3.0,High,Dry,9827.0
9094.0,27/06/2024 07PM,London,Islington,828.0,35.99,4.0,High,Wet,13347.0
9095.0,10/04/2024 12AM,London,Islington,1616.0,25.34,9.0,Medium,Damaged,2775.0
9096.0,2024-06-09T02:45Z,London,Islington,958.0,116.65,8.0,Low,Wet,6947.0
9097.0,2024-05-26T07:18Z,London,Hackney,388.0,93.0,2.0,High,Dry,7584.0
9098.0,19/03/2024 01AM,London,Southwark,2103.0,83.06,5.0,High,Dry,10420.0
9099.0,2024-05-02T08:37Z,London,Westminster,,-38.45499310902949,1.0,High,Snowy,5595.0
9100.0,11/02/2024 03PM,London,Southwark,2964.0,47.59,8.0,Low,Damaged,6022.0
9101.0,03/05/2024 02PM,London,Kensington,4794.0,118.51,3.0,Low,Snowy,11789.0
9102.0,2024-07-02 19:24,London,Islington,4242.0,10.77,4.0,Medium,Damaged,2230.0
9103.0,2024-04-03T18:00Z,London,Kensington,4896.0,89.79,7.0,Medium,,8727.0
9104.0,2024-02-28T06:00Z,London,Hammersmith,2157.0,111.84,9.0,Low,Damaged,14776.0
9105.0,10/06/2024 04AM,London,Hammersmith,2409.0,60.87,5.0,Low,Dry,11085.0
9106.0,14/05/2024 02AM,London,Southwark,2753.0,56.66,1.0,High,Dry,260.0
9107.0,03/02/2024 05AM,London,Chelsea,619.0,8.69,9.0,Medium,Dry,9758.0
9108.0,2024-03-20 11:06,London,Hackney,1435.0,66.33,4.0,Medium,Wet,8276.0
9109.0,2024-03-09 01:23,London,Chelsea,4999.0,51.13,0.0,High,Damaged,12911.0
9110.0,01/07/2024 08PM,London,Islington,3720.0,51.44,2.0,Medium,Wet,9664.0
9111.0,2024-01-17 14:23,London,Hammersmith,909.0,54.31,0.0,High,Dry,2658.0
9112.0,16/04/2024 07AM,London,Westminster,2218.0,55.26,9.0,Medium,Dry,7668.0
9113.0,02/05/2024 01AM,London,Southwark,4730.0,111.78,3.0,High,Dry,14860.0
9114.0,2024-06-05T05:38Z,London,Southwark,1776.0,22.64,8.0,High,Dry,9313.0
9115.0,14/03/2024 08AM,London,Kensington,4801.0,88.94,1.0,Low,Wet,7783.0
9116.0,28/04/2024 02PM,London,Camden,1574.0,39.18,1.0,Low,Dry,3413.0
9117.0,2024-05-18 12:33,London,Islington,2099.0,31.81,8.0,Medium,Dry,3075.0
9118.0,08/03/2024 05PM,London,Chelsea,4410.0,82.53,7.0,Medium,Snowy,6581.0
9119.0,TBD,London,Westminster,3027.0,59.33,3.0,Medium,Dry,14697.0
9120.0,06/05/2024 11PM,London,Southwark,4578.0,47.17,6.0,Low,Wet,13734.0
9121.0,21/06/2024 02AM,London,Southwark,2416.0,113.19,8.0,Medium,Damaged,11155.0
9122.0,2024-02-03T22:11Z,London,Camden,2560.0,14.0,5.0,High,Wet,2785.0
9123.0,2024-05-11 18:35,London,Kensington,1724.0,88.04,4.0,High,Damaged,14111.0
9124.0,2024-03-25 21:04,London,Chelsea,4337.0,75.65,2.0,Low,Snowy,14249.0
9125.0,2024-03-22T16:30Z,London,Chelsea,652.0,95.84,3.0,Low,Damaged,4115.0
9126.0,16/02/2024 12AM,London,Chelsea,3841.0,18.29,5.0,High,Damaged,11536.0
9127.0,04/07/2024 06AM,London,Hackney,1008.0,78.67,5.0,Medium,Wet,931.0
9128.0,2024-02-29 05:41,London,Chelsea,3873.0,106.75,8.0,Low,Damaged,12375.0
9129.0,2024-07-08 17:58,London,Hackney,1633.0,97.6,6.0,Medium,Damaged,2536.0
9130.0,2024-04-07T00:26Z,London,Hammersmith,4536.0,102.41,6.0,Low,Damaged,4846.0
9131.0,2024-01-30T08:43Z,London,Hammersmith,2915.0,97.03,8.0,Medium,Snowy,1831.0
9132.0,07/01/2024 08AM,London,Southwark,3721.0,51.76,0.0,Low,Damaged,13584.0
9133.0,24/06/2024 06PM,London,Hammersmith,3451.0,37.81,6.0,Low,Dry,12022.0
9134.0,05/07/2024 04AM,London,,26.0,78.06,6.0,Low,Wet,13408.0
9135.0,2024-03-28 22:55,London,Chelsea,3449.0,110.15,9.0,Medium,Damaged,10857.0
9136.0,2024-05-07T19:19Z,London,Kensington,3149.0,83.71,1.0,High,Damaged,7263.0
9137.0,2024-04-14T04:20Z,London,Chelsea,255.0,80.05,6.0,Low,Dry,9517.0
9138.0,2024-05-12T15:37Z,London,Camden,1274.0,67.67,3.0,Low,Snowy,13938.0
9139.0,12/02/2024 01PM,London,Chelsea,2451.0,110.58,3.0,High,Damaged,1070.0
9140.0,30/06/2024 08AM,London,Camden,492.0,106.97,,Low,Wet,2320.0
9141.0,2024-03-10 08:22,London,Islington,2675.0,85.85,4.0,Medium,Damaged,11397.0
9142.0,2024-03-04T04:37Z,London,Hackney,1277.0,118.47,3.0,Low,Wet,13264.0
9143.0,2024-05-21 16:27,London,Hammersmith,2333.0,92.19,1.0,Medium,Damaged,14546.0
9144.0,17/02/2024 02PM,London,Hackney,3388.0,88.07,9.0,High,Snowy,13268.0
9145.0,2024-03-20 06:27,London,Southwark,265.0,37.75,9.0,Medium,Damaged,8353.0
9146.0,2024-06-03T23:36Z,London,Hammersmith,4654.0,61.94,6.0,Low,Wet,4248.0
9147.0,2024-06-13T17:00Z,London,Hackney,3491.0,58.53,2.0,Medium,Snowy,1540.0
9148.0,2024-06-22T10:43Z,London,Islington,2553.0,74.99,9.0,Medium,Snowy,11005.0
9149.0,2024-02-06 01:09,London,Camden,3338.0,11.24,7.0,High,Snowy,1515.0
9150.0,,London,Camden,3305.0,21.05,0.0,Low,Wet,12181.0
9151.0,06/04/2024 09AM,London,Westminster,65.0,85.93,0.0,Medium,Snowy,12258.0
9152.0,2024-05-31 03:26,London,Hammersmith,1239.0,110.09,5.0,Medium,Snowy,4743.0
9153.0,2024-05-11 23:08,London,Southwark,1504.0,73.01,7.0,Medium,Dry,746.0
9154.0,2024-07-11 02:13,London,Camden,4168.0,26.08,0.0,High,Damaged,1257.0
9155.0,2024-04-11 07:30,London,Camden,3407.0,66.76,1.0,High,Snowy,8218.0
9156.0,2024-02-10T02:04Z,London,Hackney,1355.0,88.92,3.0,High,Snowy,6259.0
9157.0,16/01/2024 06PM,London,Chelsea,4276.0,95.64,7.0,Low,Snowy,10300.0
9158.0,05/06/2024 12AM,London,Chelsea,4649.0,25.07,5.0,High,Damaged,13330.0
9159.0,24/06/2024 08PM,London,Islington,1925.0,9.06,1.0,Medium,Snowy,3482.0
9160.0,2024-01-14T18:41Z,London,Islington,18.0,113.2,5.0,Low,Wet,4993.0
9161.0,21/02/2024 01AM,London,Hammersmith,3183.0,31.51,3.0,High,Damaged,2004.0
9162.0,2024-06-20 10:16,London,Kensington,2134.0,59.98,0.0,Medium,Dry,4581.0
9163.0,08/03/2024 09PM,London,Camden,3029.0,29.92,8.0,Low,Dry,4575.0
9164.0,21/06/2024 01AM,London,Kensington,1733.0,98.15,0.0,Low,Snowy,13795.0
9165.0,08/04/2024 08AM,London,Hackney,2126.0,99.8,8.0,Medium,Wet,4948.0
9166.0,17/07/2024 01PM,London,Westminster,1623.0,112.51,2.0,Low,Snowy,11143.0
9167.0,2024-04-27 16:27,London,Hammersmith,2426.0,35.09,1.0,Medium,Damaged,10431.0
9168.0,09/07/2024 05PM,London,Hammersmith,342.0,46.58,0.0,High,Snowy,13823.0
9169.0,2024-07-01 23:41,London,Islington,3293.0,11.49,5.0,Low,Wet,1915.0
9170.0,16/01/2024 01AM,London,Westminster,2377.0,92.28,3.0,Medium,Damaged,1043.0
9171.0,2024-07-10 12:47,,Chelsea,1116.0,96.81,9.0,High,Snowy,4269.0
9172.0,2024-01-29T09:23Z,London,Westminster,907.0,,1.0,Low,Wet,7660.0
9173.0,2024-02-11 21:08,London,Southwark,3845.0,37.99,5.0,Medium,Wet,5534.0
9174.0,2024-07-05 15:35,London,Hammersmith,195.0,7.19,9.0,Low,Dry,555.0
9175.0,2024-05-11 20:58,London,Camden,1934.0,13.5,7.0,Medium,Wet,7414.0
9176.0,2024-03-24T00:36Z,London,Chelsea,203.0,12.98,7.0,High,Snowy,10395.0
9177.0,,London,Camden,3947.0,99.92,7.0,Medium,Damaged,13834.0
9178.0,2024-05-06T01:41Z,London,Hackney,1876.0,34.72,8.0,Low,Wet,11972.0
9179.0,06/01/2024 10PM,London,Hackney,4443.0,103.35,8.0,Low,Wet,898.0
9180.0,2024-03-12 02:42,London,Kensington,3473.0,70.63,3.0,Low,Damaged,6848.0
9181.0,2024-03-25T08:22Z,London,Southwark,2909.0,72.68,8.0,High,Dry,5918.0
9182.0,26/01/2024 07AM,London,Westminster,2712.0,85.84,0.0,Medium,Dry,10295.0
9183.0,30/05/2024 06PM,London,Camden,1548.0,71.28,4.0,Low,,3027.0
9184.0,2024-05-29T16:09Z,London,Kensington,577.0,105.98,8.0,Medium,Dry,10031.0
9185.0,TBD,London,Chelsea,2883.0,101.34,1.0,Medium,Dry,13487.0
9186.0,2024-04-16T03:16Z,London,Kensington,3404.0,64.56,1.0,High,Snowy,8209.0
9187.0,2024-03-25T03:19Z,London,Islington,226.0,17.39,4.0,Medium,Snowy,8525.0
9188.0,2024-04-27 10:58,London,Hammersmith,3776.0,25.15,6.0,High,Snowy,2021.0
9189.0,2024-01-01 20:49,London,Chelsea,877.0,100.38,3.0,Medium,Dry,4976.0
9190.0,2024-01-17T13:30Z,London,Camden,2637.0,45.09,3.0,High,Dry,5725.0
9191.0,2024-06-12 02:35,London,Chelsea,3357.0,78.73,2.0,High,Damaged,12152.0
9192.0,28/01/2024 12PM,London,Islington,4299.0,74.46,6.0,Low,Damaged,7867.0
9193.0,22/01/2024 04PM,London,Westminster,3000.0,85.68,2.0,Medium,Wet,12307.0
9194.0,2024-04-18 13:41,London,Islington,1378.0,42.96,0.0,High,Snowy,6293.0
9195.0,2024-02-23T17:49Z,London,Southwark,1734.0,90.13,3.0,Medium,Damaged,4661.0
9196.0,2024-04-17 05:58,London,Hackney,153.0,52.16,2.0,High,Wet,12849.0
9197.0,2024-03-30T14:45Z,London,Hammersmith,1721.0,82.6,6.0,Low,Dry,8182.0
9198.0,31/01/2024 02AM,London,Hammersmith,2050.0,91.75,8.0,Medium,Dry,3801.0
9199.0,2024-03-23 09:17,London,Hackney,2710.0,8.48,5.0,Low,Wet,2734.0
9200.0,2024-06-14T18:31Z,London,Camden,3140.0,15.03,5.0,Medium,Damaged,13837.0
9201.0,2024-06-20 01:54,London,Hackney,2706.0,118.5,4.0,Medium,Dry,7775.0
9202.0,16/07/2024 02AM,London,Hammersmith,31.0,20.83,6.0,Medium,Dry,11397.0
9203.0,2024-02-13 18:30,London,Camden,4247.0,28.63,9.0,Low,Dry,11946.0
9204.0,14/07/2024 11PM,London,Hammersmith,4445.0,14.6,2.0,Medium,Snowy,8302.0
9205.0,23/06/2024 06PM,London,Westminster,186.0,95.43,4.0,Medium,Damaged,1537.0
9206.0,11/07/2024 01AM,London,Southwark,3961.0,107.5,1.0,High,Dry,7887.0
9207.0,11/02/2024 03PM,London,Hammersmith,3306.0,7.14,8.0,High,Dry,11559.0
9208.0,2024-05-14 17:43,London,Chelsea,1449.0,100.74,7.0,High,Damaged,7675.0
9209.0,01/03/2024 08PM,London,Islington,1520.0,15.35,4.0,Low,Wet,3208.0
9210.0,07/04/2024 12PM,London,Hackney,2617.0,17.78,8.0,High,Snowy,6210.0
9211.0,2024-03-06 12:02,London,Hackney,1937.0,90.15,3.0,Medium,Wet,8028.0
9212.0,2024-07-06 15:21,London,Islington,1930.0,76.92,0.0,Low,Dry,8747.0
9213.0,2024-01-20 17:57,London,Southwark,4284.0,43.32,1.0,Low,Dry,11826.0
9214.0,2024-06-15T06:46Z,London,Westminster,4979.0,79.93,4.0,High,Snowy,11979.0
9215.0,25/04/2024 04PM,London,Westminster,3719.0,39.01,8.0,Medium,Dry,2511.0
9216.0,2024-05-20 01:28,London,Camden,302.0,109.64,1.0,High,Snowy,7064.0
9217.0,2024-01-20T04:47Z,London,Islington,1066.0,55.65,6.0,Medium,Wet,2889.0
9218.0,2024-05-07 15:08,London,Hackney,1892.0,93.23,7.0,Medium,Snowy,943.0
9219.0,2024-03-20 16:11,London,Camden,4445.0,83.84,8.0,Low,Snowy,14393.0
9220.0,2024-05-10 22:28,London,Hammersmith,2772.0,110.05,9.0,Medium,Snowy,2676.0
9221.0,2024-02-22T04:41Z,London,Islington,2004.0,105.98,6.0,High,Wet,11704.0
9222.0,02/02/2024 07PM,London,Islington,4557.0,65.22,5.0,Low,Dry,7080.0
9223.0,2024-03-08 20:36,London,Camden,571.0,83.26,4.0,High,Dry,14985.0
9224.0,2024-04-26T10:09Z,London,Westminster,4144.0,92.4,2.0,High,Wet,9339.0
9225.0,25/05/2024 11PM,London,Hammersmith,2647.0,44.86,3.0,Low,Wet,10826.0
9226.0,2024-03-03 20:46,London,Chelsea,3579.0,40.85,1.0,Low,Damaged,722.0
9227.0,2024-02-07 07:40,London,Westminster,3639.0,115.34,6.0,High,Dry,14587.0
9228.0,04/01/2024 07AM,London,Southwark,558.0,44.3,3.0,High,Snowy,10075.0
9229.0,TBD,London,Southwark,1497.0,20.47,2.0,High,Snowy,2130.0
9230.0,2024-06-11T12:52Z,London,Southwark,2864.0,118.88,9.0,Medium,Dry,13726.0
9231.0,2024-02-29T16:05Z,London,Islington,1759.0,87.4,9.0,High,Wet,1111.0
9232.0,2024-03-04 08:29,London,Hammersmith,1492.0,46.53,8.0,Low,Wet,10967.0
9233.0,05/01/2024 10AM,London,Islington,2914.0,79.78,3.0,High,Dry,8986.0
9234.0,16/06/2024 05AM,London,Hammersmith,475.0,47.67,5.0,Medium,Wet,13117.0
9235.0,2024-04-27T11:56Z,London,Islington,4076.0,60.17,5.0,Low,Wet,2777.0
9236.0,20/06/2024 07PM,London,Kensington,2122.0,51.37,4.0,Low,Wet,9234.0
9237.0,2024-04-19T16:13Z,London,Kensington,3209.0,69.17,9.0,High,Damaged,10289.0
9238.0,08/05/2024 01PM,London,Hammersmith,4347.0,41.66,4.0,Low,Wet,7660.0
9239.0,2024-06-21 02:59,London,Kensington,4917.0,80.05,9.0,Medium,Wet,5298.0
9240.0,2024-02-24T12:36Z,London,Chelsea,3325.0,9.19,2.0,Medium,Snowy,10612.0
9241.0,2024-03-17 06:57,London,Kensington,2163.0,72.37,0.0,,Wet,669.0
9242.0,2024-01-24T23:11Z,London,Southwark,2926.0,59.47,4.0,High,Dry,4682.0
9243.0,17/04/2024 02AM,London,Chelsea,1711.0,82.2,2.0,Low,Dry,8081.0
9244.0,2024-06-10 07:33,London,Hackney,265.0,29.12,0.0,Medium,Snowy,6490.0
9245.0,2024-04-19T10:35Z,London,Kensington,2311.0,45.65,6.0,High,Snowy,5291.0
9246.0,2024-01-21 23:42,London,Southwark,1801.0,108.22,3.0,Low,Wet,10591.0
9247.0,2024-01-10T02:34Z,London,Hammersmith,4175.0,36.47,6.0,Medium,Wet,10752.0
9248.0,2024-02-15T16:47Z,London,Hammersmith,4596.0,40.98,2.0,Medium,Damaged,11644.0
9249.0,2024-06-18T04:03Z,London,Westminster,2615.0,72.97,5.0,Low,Snowy,13396.0
9250.0,11/02/2024 06AM,London,Hackney,3194.0,33.81,7.0,High,Wet,5134.0
9251.0,TBD,London,Hackney,921.0,90.29,8.0,Medium,,13307.0
9252.0,2024-03-04T16:27Z,London,Kensington,901.0,38.12,9.0,High,Wet,9687.0
9253.0,28/01/2024 11PM,London,Hammersmith,3232.0,14.57,9.0,Medium,Wet,4649.0
9254.0,25/06/2024 05PM,London,Chelsea,976.0,23.7,8.0,Medium,Dry,12409.0
9255.0,2024-04-15 22:22,London,Camden,732.0,119.22,6.0,High,Dry,1998.0
9256.0,27/06/2024 11AM,London,Chelsea,1505.0,41.82,9.0,Medium,Snowy,14230.0
9257.0,2024-02-16 12:49,London,Southwark,3804.0,77.4,0.0,Medium,Snowy,10617.0
9258.0,2024-05-23 16:11,London,Islington,1661.0,53.53,4.0,Low,Snowy,12095.0
9259.0,2024-04-03T20:21Z,London,Camden,1705.0,66.17,5.0,Low,Damaged,7448.0
9260.0,20/06/2024 04AM,London,Chelsea,4244.0,58.69,8.0,Medium,Snowy,7797.0
9261.0,2024-04-06 16:04,London,Islington,3362.0,48.46,2.0,Medium,Snowy,5137.0
9262.0,2024-05-14 01:13,London,Hammersmith,558.0,8.5,0.0,Medium,Wet,8705.0
9263.0,2024-07-15 10:13,London,Westminster,895.0,115.83,3.0,High,Damaged,3690.0
9264.0,24/06/2024 06PM,London,Chelsea,897.0,45.3,6.0,High,Wet,8711.0
9265.0,2099-00-00 99:99,London,Southwark,321.0,108.29,4.0,High,Snowy,1596.0
9266.0,2024-05-05 11:40,London,Hackney,2800.0,56.94,7.0,High,Dry,11819.0
9267.0,04/02/2024 06AM,London,Islington,537.0,50.92,1.0,Low,Dry,3857.0
9268.0,2024-03-19T04:04Z,London,Islington,1552.0,119.2,0.0,High,Snowy,5707.0
9269.0,2024-02-23 00:51,London,Chelsea,276.0,25.7,3.0,Low,Damaged,5170.0
9270.0,2024-02-03T11:14Z,London,Hackney,2461.0,29.68,0.0,Medium,Wet,1156.0
9271.0,2024-07-12 22:24,London,Hammersmith,4473.0,106.75,0.0,High,Damaged,4220.0
9272.0,2024-06-03 17:46,London,Kensington,2504.0,27.41,9.0,High,Snowy,9552.0
9273.0,2024-01-15T10:04Z,London,Kensington,2375.0,41.11,5.0,High,Snowy,8463.0
9274.0,2024-04-09T12:22Z,London,Chelsea,3110.0,85.55,2.0,High,Damaged,14449.0
9275.0,2024-04-11T03:30Z,London,Kensington,2368.0,86.81,7.0,Low,Wet,6167.0
9276.0,2024-06-12 19:02,London,Islington,881.0,67.72,1.0,Medium,Damaged,7282.0
9277.0,2024-01-25 05:08,London,Chelsea,2572.0,46.3,0.0,Low,Wet,10867.0
9278.0,14/04/2024 09PM,London,Camden,4119.0,69.04,1.0,Medium,Snowy,10797.0
9279.0,2024-03-18 12:30,London,Kensington,3284.0,98.16,8.0,Low,Snowy,5955.0
9280.0,2024-02-24T06:29Z,London,Islington,1136.0,30.95,6.0,Low,Wet,7006.0
9281.0,03/05/2024 02AM,London,Camden,4090.0,114.5,6.0,Low,Wet,6972.0
9282.0,26/02/2024 12AM,London,Chelsea,4567.0,13.38,0.0,Medium,Snowy,1134.0
9283.0,2024-04-08 21:21,London,Westminster,181.0,43.55,2.0,Low,Dry,13041.0
9284.0,2024-03-12T07:49Z,London,Kensington,2691.0,100.95,0.0,High,Damaged,13788.0
9285.0,2024-07-07 23:50,London,Southwark,1723.0,19.45,3.0,Medium,Dry,12067.0
9286.0,2024-04-25T10:17Z,London,Southwark,1936.0,85.86,8.0,Low,Dry,13063.0
