weather_id,date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa
5152.0,13/04/2024 01AM,London,Spring,14.59,95.0,44.83,48.93,1689.0,RN,996.24
5153.0,2024-06-11T15:30Z,London,Summer,34.06,76.0,15.31,61.27,4253.0,Rain,1049.97
5154.0,29/05/2024 04AM,London,Spring,26.59,25.0,40.67,54.6,4022.0,Fog,983.96
5155.0,2024-06-07T01:59Z,London,,13.72,92.0,33.28,28.18,3082.0,Clear,952.42
5156.0,2024-05-03 07:00,London,Spring,23.09,64.0,9.89,2.53,5691.0,Storm,1007.18
5157.0,2024-02-04T09:46Z,London,Winter,12.77,29.0,10.23,22.56,665.0,Fog,958.95
5158.0,2024-03-06T16:00Z,London,Spring,5.02,20.0,35.48,21.75,726.0,Snow,963.19
5159.0,22/02/2024 08AM,London,Winter,19.12,91.0,34.52,8.12,4398.0,Clear,1004.57
5160.0,06/05/2024 02AM,London,Summer,0.06,70.0,28.81,38.94,8601.0,Clear,1026.75
5161.0,2024-06-15 08:32,London,Summer,23.18,27.0,9.54,67.22,4007.0,,1046.56
5162.0,2024-06-14T07:13Z,London,Summer,23.25,34.0,22.03,22.7,7629.0,Snow,950.22
5163.0,2024-02-14 13:12,London,Winter,15.45,-10.0,10.98,59.31,6098.0,Fog,1044.89
5164.0,2024-03-30 00:56,London,Spring,4.47,91.0,23.83,59.88,5886.0,Fog,984.68
5165.0,13/06/2024 07AM,London,Summer,-1.97,97.0,34.52,68.33,4660.0,Clear,955.19
5166.0,03/01/2024 02PM,London,Spring,-0.53,77.0,21.49,45.76,1178.0,Rain,1047.84
5167.0,2024-07-10 10:20,London,Summer,21.51,76.0,15.42,31.03,5802.0,Rain,1039.87
5168.0,2024-01-16 08:52,London,Winter,17.45,92.0,39.59,34.28,2999.0,Rain,1013.26
5169.0,2024-02-21 07:05,London,Winter,13.03,40.0,36.19,65.06,8010.0,Storm,978.62
5170.0,2024-06-09 20:07,London,Summer,30.13,72.0,39.67,34.23,805.0,Storm,1025.08
5171.0,30/05/2024 09AM,London,Spring,25.39,59.0,45.3,57.35,7777.0,Storm,996.55
5172.0,14/01/2024 09AM,London,Winter,13.1,83.0,28.83,12.24,565.0,Clear,1045.17
5173.0,2024-05-10 16:15,London,Spring,22.5,36.0,21.37,8.49,693.0,Storm,977.78
5174.0,2024-06-26 04:37,London,Summer,20.86,97.0,33.7,69.57,7593.0,Fog,1037.25
5175.0,2099-13-40 25:61,London,Autumn,17.73,23.0,28.22,34.1,1408.0,Storm,1012.94
5176.0,2024-04-09T18:43Z,London,Spring,25.58,93.0,1.57,42.06,6277.0,Storm,953.48
5177.0,11/05/2024 02PM,London,Autumn,29.38,25.0,47.02,51.69,8932.0,Storm,1022.25
5178.0,2024-06-26 16:32,London,Summer,-3.89,48.0,20.47,75.35,8667.0,Storm,963.67
5179.0,28/03/2024 03PM,London,Spring,-3.11,86.0,48.78,3.55,5250.0,Fog,976.62
5180.0,2024-04-09 09:53,London,Spring,10.95,46.0,30.38,30.38,7395.0,Rain,954.63
5181.0,,London,,1.93,97.0,25.81,74.78,5670.0,Rain,1024.48
5182.0,2024-06-18T16:15Z,London,Summer,33.98,83.0,26.33,9.39,5177.0,Rain,950.25
5183.0,18/03/2024 06AM,London,Spring,33.82,27.0,21.65,28.93,209.0,Snow,1002.68
5184.0,2024-01-05 03:12,London,Winter,-0.62,55.0,14.91,55.59,7087.0,Snow,1019.02
5185.0,18/02/2024 01AM,London,Winter,18.69,52.0,39.75,72.47,7325.0,Storm,954.68
5186.0,2024-07-05T17:22Z,London,Summer,32.69,50.0,40.1,25.27,8805.0,Fog,971.65
5187.0,2024-06-07T19:05Z,London,Summer,20.16,48.0,45.0,6.46,6428.0,Rain,1018.38
5188.0,11/01/2024 05PM,London,Autumn,26.84,66.0,20.25,47.84,8724.0,Snow,1010.93
5189.0,2024-03-28 19:11,London,Spring,5.47,50.0,24.39,9.74,1751.0,Clear,957.03
5190.0,2024-01-05T17:17Z,London,Winter,27.97,27.0,111.80403413825852,1.28,1201.0,Fog,951.99
5191.0,2024-06-13T19:27Z,London,Summer,10.45,48.0,29.29,2.49,2525.0,Clear,1004.83
5192.0,01/01/2024 12AM,London,Winter,6.14,67.0,14.11,10.26,1976.0,Clear,1004.79
5193.0,05/07/2024 02PM,London,Spring,4.92,20.0,30.45,39.61,6223.0,Clear,965.12
5194.0,2024-06-16 14:36,London,,32.73,79.0,4.8,37.75,1973.0,Rain,969.89
5195.0,2024-01-24 18:50,London,Winter,3.52,70.0,35.01,7.05,6111.0,,965.81
5196.0,15/02/2024 04PM,London,Winter,28.96,59.0,34.22,77.82,4164.0,Snow,960.5
5197.0,2024-03-05 21:18,London,Spring,17.93,84.0,28.74,20.31,5198.0,Rain,1041.26
5198.0,15/02/2024 05AM,London,Winter,26.44,64.0,10.55,0.91,5891.0,Fog,996.0
5199.0,01/05/2024 05PM,London,Winter,-3.48,97.0,40.12,51.61,7124.0,Fog,989.88
5200.0,2024-03-16 02:58,London,Spring,20.93,30.0,30.09,23.61,8186.0,Fog,1003.58
5201.0,2024-07-04 01:15,London,Summer,9.53,90.0,6.58,55.97,5151.0,Storm,975.66
5202.0,2024-01-24 10:23,London,Winter,6.57,60.0,11.23,44.15,8178.0,Clear,1012.25
5203.0,2024-05-17T21:53Z,London,Spring,17.73,86.0,8.99,51.72,3389.0,Snow,1037.15
5204.0,25/01/2024 06AM,London,Winter,16.16,68.0,8.62,58.9,1734.0,Fog,1041.07
5205.0,Unknown,,Autumn,2.85,90.0,27.99,25.98,6685.0,,1005.08
5206.0,2024-06-07T14:26Z,London,Summer,18.53,93.0,16.51,41.2,4406.0,Clear,985.91
5207.0,2024-06-23T08:51Z,London,Summer,26.67,44.0,16.13,66.91,4970.0,Rain,1002.98
5208.0,2024-04-10T02:01Z,London,Spring,18.74,28.0,48.3,38.82,6338.0,Rain,1045.31
5209.0,2024-01-17 14:17,London,Winter,29.49,85.0,6.65,7.96,9888.0,Snow,985.19
5210.0,2024-05-18 08:54,London,Spring,20.61,69.0,2.97,59.23,1119.0,Snow,959.19
5211.0,2024-02-07 12:11,London,Winter,9.95,36.0,5.96,15.66,3546.0,Snow,1034.36
5212.0,27/06/2024 03AM,London,Summer,10.49,59.0,1.99,34.77,398.0,Rain,993.58
5213.0,2024-01-19T00:34Z,London,Winter,-0.42,81.0,35.0,13.31,9285.0,Clear,1036.42
5214.0,2024-06-26T01:25Z,London,Summer,17.72,20.0,21.78,15.15,1561.0,Rain,1023.2
5215.0,19/01/2024 12PM,London,Winter,16.34,20.0,24.49,13.85,8462.0,Fog,987.14
5216.0,2024-02-18T14:31Z,London,Winter,12.13,47.0,48.29,69.98,8371.0,Snow,1041.41
5217.0,2024-06-10T19:09Z,London,Summer,34.29,84.0,16.62,15.15,7734.0,Fog,959.53
5218.0,2024-04-11T14:07Z,London,Spring,17.58,,23.84,76.92,1027.0,Fog,984.77
5219.0,2024-06-28 05:58,London,Summer,14.42,88.0,15.95,71.04,4661.0,Fog,999.24
5220.0,10/01/2024 04PM,London,Autumn,14.25,50.0,30.52,75.6,2220.0,Fog,1042.84
5221.0,2024-01-17T19:41Z,London,Winter,31.22,45.0,10.48,4.4,2954.0,Fog,1014.05
5222.0,2024-03-24T19:16Z,London,Spring,2.26,92.0,30.38,31.52,4249.0,Storm,1049.48
5223.0,2024-03-18 09:51,London,Spring,9.93,23.0,29.97,10.88,8811.0,Snow,969.62
5224.0,2024-04-10 20:32,London,Spring,32.3,46.0,42.51,25.98,8985.0,Storm,968.32
5225.0,25/04/2024 09AM,London,Spring,29.07,57.0,10.7,1.48,6019.0,Storm,1019.03
5226.0,04/04/2024 04PM,London,Spring,12.5,70.0,37.63,44.11,2582.0,Storm,990.6
5227.0,2024-06-30 12:39,London,Summer,11.71,52.0,18.7,34.28,6903.0,Rain,966.67
5228.0,26/05/2024 12PM,London,Spring,17.52,51.0,41.21,59.76,2769.0,Fog,961.45
5229.0,2024-03-23 06:45,London,Spring,-2.32,91.0,24.1,2.27,1522.0,Fog,999.2
5230.0,13/01/2024 05AM,London,Winter,2.17,32.0,8.44,77.64,842.0,,965.2
5231.0,17/01/2024 06PM,London,Winter,32.08,86.0,29.45,47.13,9293.0,Fog,976.89
5232.0,2024-03-03 19:00,London,Spring,-2.64,76.0,17.06,16.5,3052.0,Rain,1019.14
5233.0,,London,,-1.98,90.0,36.92,36.83,2509.0,Snow,967.7
5234.0,03/04/2024 10AM,London,Spring,23.34,51.0,20.54,74.21,6111.0,Snow,1032.58
5235.0,2024-03-10T01:26Z,London,Spring,30.49,30.0,10.46,16.85,623.0,Snow,954.99
5236.0,25/02/2024 11AM,London,Winter,19.85,74.0,22.82,6.86,3416.0,Snow,1025.73
5237.0,05/06/2024 05AM,London,Spring,17.13,85.0,18.89,6.19,3333.0,Rain,953.9
5238.0,27/04/2024 03AM,London,Spring,27.33,81.0,32.65,58.33,5235.0,Storm,957.27
5239.0,2024-02-14T08:18Z,London,Winter,22.69,-10.0,5.64,28.66,8836.0,Fog,1036.18
5240.0,28/01/2024 01PM,London,Winter,26.95,25.0,,65.7,4495.0,Fog,1038.62
5241.0,2024-01-14 09:03,London,Winter,26.59,61.0,42.67,55.66,9855.0,Clear,998.13
5242.0,2024-03-15 18:50,London,Spring,27.15,88.0,41.77,55.18,8047.0,Fog,988.19
5243.0,05/03/2024 08AM,London,Spring,1.17,79.0,26.92,70.96,8307.0,Rain,975.01
5244.0,2024-05-09 06:09,London,Spring,17.6,74.0,34.25,19.19,7187.0,Rain,1044.93
5245.0,2024-01-10T18:04Z,London,Winter,11.4,48.0,46.48,77.96,1171.0,Snow,1037.89
5246.0,2024-04-06 04:47,London,Spring,13.1,90.0,27.45,54.12,2171.0,Rain,963.14
5247.0,2024-01-06T00:54Z,London,Winter,-0.48,46.0,24.39,79.15,558.0,Storm,953.85
5248.0,2024-01-25T20:53Z,London,Winter,21.77,76.0,27.56,28.79,6958.0,Rain,952.53
5249.0,2024-01-31T03:50Z,London,Winter,17.82,54.0,18.96,31.65,1756.0,Clear,962.34
5250.0,2024-02-14 03:06,London,Winter,-3.71,80.0,4.14,20.48,2792.0,Clear,1020.6
5251.0,25/06/2024 02PM,London,Summer,-0.69,68.0,49.56,11.95,8413.0,Clear,1005.48
5252.0,2024-03-27T07:08Z,London,Spring,16.77,83.0,34.54,49.24,651.0,Fog,1001.02
5253.0,2024-01-05 03:02,London,Winter,4.92,49.0,10.23,78.15,3116.0,Rain,1021.28
5254.0,2024-04-24 00:27,London,Spring,26.86,73.0,24.46,79.78,4324.0,Storm,1042.71
5255.0,2024-03-06 00:18,London,Spring,10.73,22.0,33.52,5.63,6978.0,Clear,1020.04
5256.0,17/03/2024 11AM,London,Spring,23.38,91.0,6.68,11.84,5510.0,Snow,1040.29
5257.0,19/02/2024 03PM,London,Winter,31.1,81.0,2.0,70.55,2386.0,Snow,1029.21
5258.0,2024-02-25T03:48Z,London,Winter,1.2,74.0,2.23,5.76,2579.0,Storm,1002.08
5259.0,2024-01-16 23:49,London,Winter,33.27,81.0,3.61,17.76,5837.0,Storm,1016.02
5260.0,2024-02-23 22:20,London,Winter,6.67,46.0,27.83,45.24,2878.0,Clear,1042.65
5261.0,27/06/2024 06AM,London,Summer,32.26,20.0,26.34,53.03,9218.0,Clear,966.72
5262.0,2024-05-16T19:42Z,London,Spring,5.67,77.0,11.13,46.93,1986.0,Snow,1019.83
5263.0,28/04/2024 09PM,London,Spring,2.72,96.0,6.13,18.56,6128.0,Rain,964.16
5264.0,2024-02-13 11:57,London,Winter,-4.17,98.0,24.24,42.95,1467.0,Storm,1017.5
5265.0,2024-07-11T04:31Z,London,Summer,32.76,33.0,37.37,73.25,5518.0,Snow,982.73
5266.0,2024-05-26 11:31,London,Spring,0.56,27.0,2.32,34.56,4843.0,Snow,1022.02
5267.0,2024-03-18 02:38,London,Spring,20.99,51.0,47.87,56.73,9545.0,Fog,994.45
